split_id,fold,case_id,challenge_split,source_split,assigned_split,site,scanner,scanner_code,group_id,seed,reason,created_at
WMH2017-KFOLD-SEED42,2,100,training,training,train,Amsterdam,3T GE Signa HDxt,amsterdam_ge_signa_hdxt_3t,100,42,challenge_training_site_stratified_kfold,2026-06-21T13:34:08.173399+00:00
WMH2017-KFOLD-SEED42,2,101,training,training,train,Amsterdam,3T GE Signa HDxt,amsterdam_ge_signa_hdxt_3t,101,42,challenge_training_site_stratified_kfold,2026-06-21T13:34:08.173399+00:00
WMH2017-KFOLD-SEED42,2,102,training,training,train,Amsterdam,3T GE Signa HDxt,amsterdam_ge_signa_hdxt_3t,102,42,challenge_training_site_stratified_kfold,2026-06-21T13:34:08.173399+00:00
WMH2017-KFOLD-SEED42,2,103,training,training,val,Amsterdam,3T GE Signa HDxt,amsterdam_ge_signa_hdxt_3t,103,42,challenge_training_site_stratified_kfold,2026-06-21T13:34:08.173399+00:00
WMH2017-KFOLD-SEED42,2,104,training,training,train,Amsterdam,3T GE Signa HDxt,amsterdam_ge_signa_hdxt_3t,104,42,challenge_training_site_stratified_kfold,2026-06-21T13:34:08.173399+00:00
WMH2017-KFOLD-SEED42,2,105,training,training,train,Amsterdam,3T GE Signa HDxt,amsterdam_ge_signa_hdxt_3t,105,42,challenge_training_site_stratified_kfold,2026-06-21T13:34:08.173399+00:00
WMH2017-KFOLD-SEED42,2,106,training,training,train,Amsterdam,3T GE Signa HDxt,amsterdam_ge_signa_hdxt_3t,106,42,challenge_training_site_stratified_kfold,2026-06-21T13:34:08.173399+00:00
WMH2017-KFOLD-SEED42,2,107,training,training,train,Amsterdam,3T GE Signa HDxt,amsterdam_ge_signa_hdxt_3t,107,42,challenge_training_site_stratified_kfold,2026-06-21T13:34:08.173399+00:00
WMH2017-KFOLD-SEED42,2,108,training,training,train,Amsterdam,3T GE Signa HDxt,amsterdam_ge_signa_hdxt_3t,108,42,challenge_training_site_stratified_kfold,2026-06-21T13:34:08.173399+00:00
WMH2017-KFOLD-SEED42,2,109,training,training,val,Amsterdam,3T GE Signa HDxt,amsterdam_ge_signa_hdxt_3t,109,42,challenge_training_site_stratified_kfold,2026-06-21T13:34:08.173399+00:00
WMH2017-KFOLD-SEED42,2,110,training,training,val,Amsterdam,3T GE Signa HDxt,amsterdam_ge_signa_hdxt_3t,110,42,challenge_training_site_stratified_kfold,2026-06-21T13:34:08.173399+00:00
WMH2017-KFOLD-SEED42,2,112,training,training,train,Amsterdam,3T GE Signa HDxt,amsterdam_ge_signa_hdxt_3t,112,42,challenge_training_site_stratified_kfold,2026-06-21T13:34:08.173399+00:00
WMH2017-KFOLD-SEED42,2,113,training,training,train,Amsterdam,3T GE Signa HDxt,amsterdam_ge_signa_hdxt_3t,113,42,challenge_training_site_stratified_kfold,2026-06-21T13:34:08.173399+00:00
WMH2017-KFOLD-SEED42,2,114,training,training,train,Amsterdam,3T GE Signa HDxt,amsterdam_ge_signa_hdxt_3t,114,42,challenge_training_site_stratified_kfold,2026-06-21T13:34:08.173399+00:00
WMH2017-KFOLD-SEED42,2,115,training,training,train,Amsterdam,3T GE Signa HDxt,amsterdam_ge_signa_hdxt_3t,115,42,challenge_training_site_stratified_kfold,2026-06-21T13:34:08.173399+00:00
WMH2017-KFOLD-SEED42,2,116,training,training,val,Amsterdam,3T GE Signa HDxt,amsterdam_ge_signa_hdxt_3t,116,42,challenge_training_site_stratified_kfold,2026-06-21T13:34:08.173399+00:00
WMH2017-KFOLD-SEED42,2,126,training,training,train,Amsterdam,3T GE Signa HDxt,amsterdam_ge_signa_hdxt_3t,126,42,challenge_training_site_stratified_kfold,2026-06-21T13:34:08.173399+00:00
WMH2017-KFOLD-SEED42,2,132,training,training,train,Amsterdam,3T GE Signa HDxt,amsterdam_ge_signa_hdxt_3t,132,42,challenge_training_site_stratified_kfold,2026-06-21T13:34:08.173399+00:00
WMH2017-KFOLD-SEED42,2,137,training,training,train,Amsterdam,3T GE Signa HDxt,amsterdam_ge_signa_hdxt_3t,137,42,challenge_training_site_stratified_kfold,2026-06-21T13:34:08.173399+00:00
WMH2017-KFOLD-SEED42,2,144,training,training,train,Amsterdam,3T GE Signa HDxt,amsterdam_ge_signa_hdxt_3t,144,42,challenge_training_site_stratified_kfold,2026-06-21T13:34:08.173399+00:00
WMH2017-KFOLD-SEED42,2,50,training,training,train,Singapore,3T Siemens TrioTim,singapore_siemens_triotim_3t,50,42,challenge_training_site_stratified_kfold,2026-06-21T13:34:08.173399+00:00
WMH2017-KFOLD-SEED42,2,51,training,training,train,Singapore,3T Siemens TrioTim,singapore_siemens_triotim_3t,51,42,challenge_training_site_stratified_kfold,2026-06-21T13:34:08.173399+00:00
WMH2017-KFOLD-SEED42,2,52,training,training,train,Singapore,3T Siemens TrioTim,singapore_siemens_triotim_3t,52,42,challenge_training_site_stratified_kfold,2026-06-21T13:34:08.173399+00:00
WMH2017-KFOLD-SEED42,2,53,training,training,val,Singapore,3T Siemens TrioTim,singapore_siemens_triotim_3t,53,42,challenge_training_site_stratified_kfold,2026-06-21T13:34:08.173399+00:00
WMH2017-KFOLD-SEED42,2,54,training,training,train,Singapore,3T Siemens TrioTim,singapore_siemens_triotim_3t,54,42,challenge_training_site_stratified_kfold,2026-06-21T13:34:08.173399+00:00
WMH2017-KFOLD-SEED42,2,55,training,training,train,Singapore,3T Siemens TrioTim,singapore_siemens_triotim_3t,55,42,challenge_training_site_stratified_kfold,2026-06-21T13:34:08.173399+00:00
WMH2017-KFOLD-SEED42,2,56,training,training,train,Singapore,3T Siemens TrioTim,singapore_siemens_triotim_3t,56,42,challenge_training_site_stratified_kfold,2026-06-21T13:34:08.173399+00:00
WMH2017-KFOLD-SEED42,2,57,training,training,train,Singapore,3T Siemens TrioTim,singapore_siemens_triotim_3t,57,42,challenge_training_site_stratified_kfold,2026-06-21T13:34:08.173399+00:00
WMH2017-KFOLD-SEED42,2,58,training,training,train,Singapore,3T Siemens TrioTim,singapore_siemens_triotim_3t,58,42,challenge_training_site_stratified_kfold,2026-06-21T13:34:08.173399+00:00
WMH2017-KFOLD-SEED42,2,59,training,training,val,Singapore,3T Siemens TrioTim,singapore_siemens_triotim_3t,59,42,challenge_training_site_stratified_kfold,2026-06-21T13:34:08.173399+00:00
WMH2017-KFOLD-SEED42,2,60,training,training,val,Singapore,3T Siemens TrioTim,singapore_siemens_triotim_3t,60,42,challenge_training_site_stratified_kfold,2026-06-21T13:34:08.173399+00:00
WMH2017-KFOLD-SEED42,2,61,training,training,train,Singapore,3T Siemens TrioTim,singapore_siemens_triotim_3t,61,42,challenge_training_site_stratified_kfold,2026-06-21T13:34:08.173399+00:00
WMH2017-KFOLD-SEED42,2,62,training,training,train,Singapore,3T Siemens TrioTim,singapore_siemens_triotim_3t,62,42,challenge_training_site_stratified_kfold,2026-06-21T13:34:08.173399+00:00
WMH2017-KFOLD-SEED42,2,63,training,training,train,Singapore,3T Siemens TrioTim,singapore_siemens_triotim_3t,63,42,challenge_training_site_stratified_kfold,2026-06-21T13:34:08.173399+00:00
WMH2017-KFOLD-SEED42,2,64,training,training,train,Singapore,3T Siemens TrioTim,singapore_siemens_triotim_3t,64,42,challenge_training_site_stratified_kfold,2026-06-21T13:34:08.173399+00:00
WMH2017-KFOLD-SEED42,2,65,training,training,val,Singapore,3T Siemens TrioTim,singapore_siemens_triotim_3t,65,42,challenge_training_site_stratified_kfold,2026-06-21T13:34:08.173399+00:00
WMH2017-KFOLD-SEED42,2,66,training,training,train,Singapore,3T Siemens TrioTim,singapore_siemens_triotim_3t,66,42,challenge_training_site_stratified_kfold,2026-06-21T13:34:08.173399+00:00
WMH2017-KFOLD-SEED42,2,67,training,training,train,Singapore,3T Siemens TrioTim,singapore_siemens_triotim_3t,67,42,challenge_training_site_stratified_kfold,2026-06-21T13:34:08.173399+00:00
WMH2017-KFOLD-SEED42,2,68,training,training,train,Singapore,3T Siemens TrioTim,singapore_siemens_triotim_3t,68,42,challenge_training_site_stratified_kfold,2026-06-21T13:34:08.173399+00:00
WMH2017-KFOLD-SEED42,2,69,training,training,train,Singapore,3T Siemens TrioTim,singapore_siemens_triotim_3t,69,42,challenge_training_site_stratified_kfold,2026-06-21T13:34:08.173399+00:00
WMH2017-KFOLD-SEED42,2,0,training,training,train,Utrecht,3T Philips Achieva,utrecht_philips_achieva_3t,0,42,challenge_training_site_stratified_kfold,2026-06-21T13:34:08.173399+00:00
WMH2017-KFOLD-SEED42,2,11,training,training,train,Utrecht,3T Philips Achieva,utrecht_philips_achieva_3t,11,42,challenge_training_site_stratified_kfold,2026-06-21T13:34:08.173399+00:00
WMH2017-KFOLD-SEED42,2,17,training,training,train,Utrecht,3T Philips Achieva,utrecht_philips_achieva_3t,17,42,challenge_training_site_stratified_kfold,2026-06-21T13:34:08.173399+00:00
WMH2017-KFOLD-SEED42,2,19,training,training,val,Utrecht,3T Philips Achieva,utrecht_philips_achieva_3t,19,42,challenge_training_site_stratified_kfold,2026-06-21T13:34:08.173399+00:00
WMH2017-KFOLD-SEED42,2,2,training,training,train,Utrecht,3T Philips Achieva,utrecht_philips_achieva_3t,2,42,challenge_training_site_stratified_kfold,2026-06-21T13:34:08.173399+00:00
WMH2017-KFOLD-SEED42,2,21,training,training,train,Utrecht,3T Philips Achieva,utrecht_philips_achieva_3t,21,42,challenge_training_site_stratified_kfold,2026-06-21T13:34:08.173399+00:00
WMH2017-KFOLD-SEED42,2,23,training,training,train,Utrecht,3T Philips Achieva,utrecht_philips_achieva_3t,23,42,challenge_training_site_stratified_kfold,2026-06-21T13:34:08.173399+00:00
WMH2017-KFOLD-SEED42,2,25,training,training,train,Utrecht,3T Philips Achieva,utrecht_philips_achieva_3t,25,42,challenge_training_site_stratified_kfold,2026-06-21T13:34:08.173399+00:00
WMH2017-KFOLD-SEED42,2,27,training,training,train,Utrecht,3T Philips Achieva,utrecht_philips_achieva_3t,27,42,challenge_training_site_stratified_kfold,2026-06-21T13:34:08.173399+00:00
WMH2017-KFOLD-SEED42,2,29,training,training,val,Utrecht,3T Philips Achieva,utrecht_philips_achieva_3t,29,42,challenge_training_site_stratified_kfold,2026-06-21T13:34:08.173399+00:00
WMH2017-KFOLD-SEED42,2,31,training,training,val,Utrecht,3T Philips Achieva,utrecht_philips_achieva_3t,31,42,challenge_training_site_stratified_kfold,2026-06-21T13:34:08.173399+00:00
WMH2017-KFOLD-SEED42,2,33,training,training,train,Utrecht,3T Philips Achieva,utrecht_philips_achieva_3t,33,42,challenge_training_site_stratified_kfold,2026-06-21T13:34:08.173399+00:00
WMH2017-KFOLD-SEED42,2,35,training,training,train,Utrecht,3T Philips Achieva,utrecht_philips_achieva_3t,35,42,challenge_training_site_stratified_kfold,2026-06-21T13:34:08.173399+00:00
WMH2017-KFOLD-SEED42,2,37,training,training,train,Utrecht,3T Philips Achieva,utrecht_philips_achieva_3t,37,42,challenge_training_site_stratified_kfold,2026-06-21T13:34:08.173399+00:00
WMH2017-KFOLD-SEED42,2,39,training,training,train,Utrecht,3T Philips Achieva,utrecht_philips_achieva_3t,39,42,challenge_training_site_stratified_kfold,2026-06-21T13:34:08.173399+00:00
WMH2017-KFOLD-SEED42,2,4,training,training,val,Utrecht,3T Philips Achieva,utrecht_philips_achieva_3t,4,42,challenge_training_site_stratified_kfold,2026-06-21T13:34:08.173399+00:00
WMH2017-KFOLD-SEED42,2,41,training,training,train,Utrecht,3T Philips Achieva,utrecht_philips_achieva_3t,41,42,challenge_training_site_stratified_kfold,2026-06-21T13:34:08.173399+00:00
WMH2017-KFOLD-SEED42,2,49,training,training,train,Utrecht,3T Philips Achieva,utrecht_philips_achieva_3t,49,42,challenge_training_site_stratified_kfold,2026-06-21T13:34:08.173399+00:00
WMH2017-KFOLD-SEED42,2,6,training,training,train,Utrecht,3T Philips Achieva,utrecht_philips_achieva_3t,6,42,challenge_training_site_stratified_kfold,2026-06-21T13:34:08.173399+00:00
WMH2017-KFOLD-SEED42,2,8,training,training,train,Utrecht,3T Philips Achieva,utrecht_philips_achieva_3t,8,42,challenge_training_site_stratified_kfold,2026-06-21T13:34:08.173399+00:00
WMH2017-KFOLD-SEED42,2,150,test,test,heldout_eval,Amsterdam,1.5T GE Signa HDxt,amsterdam_ge_signa_hdxt_1p5t,150,42,challenge_test_never_train_val_even_if_mask_exists,2026-06-21T13:34:08.173399+00:00
WMH2017-KFOLD-SEED42,2,151,test,test,heldout_eval,Amsterdam,1.5T GE Signa HDxt,amsterdam_ge_signa_hdxt_1p5t,151,42,challenge_test_never_train_val_even_if_mask_exists,2026-06-21T13:34:08.173399+00:00
WMH2017-KFOLD-SEED42,2,152,test,test,heldout_eval,Amsterdam,1.5T GE Signa HDxt,amsterdam_ge_signa_hdxt_1p5t,152,42,challenge_test_never_train_val_even_if_mask_exists,2026-06-21T13:34:08.173399+00:00
WMH2017-KFOLD-SEED42,2,153,test,test,heldout_eval,Amsterdam,1.5T GE Signa HDxt,amsterdam_ge_signa_hdxt_1p5t,153,42,challenge_test_never_train_val_even_if_mask_exists,2026-06-21T13:34:08.173399+00:00
WMH2017-KFOLD-SEED42,2,154,test,test,heldout_eval,Amsterdam,1.5T GE Signa HDxt,amsterdam_ge_signa_hdxt_1p5t,154,42,challenge_test_never_train_val_even_if_mask_exists,2026-06-21T13:34:08.173399+00:00
WMH2017-KFOLD-SEED42,2,155,test,test,heldout_eval,Amsterdam,1.5T GE Signa HDxt,amsterdam_ge_signa_hdxt_1p5t,155,42,challenge_test_never_train_val_even_if_mask_exists,2026-06-21T13:34:08.173399+00:00
WMH2017-KFOLD-SEED42,2,156,test,test,heldout_eval,Amsterdam,1.5T GE Signa HDxt,amsterdam_ge_signa_hdxt_1p5t,156,42,challenge_test_never_train_val_even_if_mask_exists,2026-06-21T13:34:08.173399+00:00
WMH2017-KFOLD-SEED42,2,157,test,test,heldout_eval,Amsterdam,1.5T GE Signa HDxt,amsterdam_ge_signa_hdxt_1p5t,157,42,challenge_test_never_train_val_even_if_mask_exists,2026-06-21T13:34:08.173399+00:00
WMH2017-KFOLD-SEED42,2,158,test,test,heldout_eval,Amsterdam,1.5T GE Signa HDxt,amsterdam_ge_signa_hdxt_1p5t,158,42,challenge_test_never_train_val_even_if_mask_exists,2026-06-21T13:34:08.173399+00:00
WMH2017-KFOLD-SEED42,2,159,test,test,heldout_eval,Amsterdam,1.5T GE Signa HDxt,amsterdam_ge_signa_hdxt_1p5t,159,42,challenge_test_never_train_val_even_if_mask_exists,2026-06-21T13:34:08.173399+00:00
WMH2017-KFOLD-SEED42,2,111,test,test,heldout_eval,Amsterdam,3T GE Signa HDxt,amsterdam_ge_signa_hdxt_3t,111,42,challenge_test_never_train_val_even_if_mask_exists,2026-06-21T13:34:08.173399+00:00
WMH2017-KFOLD-SEED42,2,117,test,test,heldout_eval,Amsterdam,3T GE Signa HDxt,amsterdam_ge_signa_hdxt_3t,117,42,challenge_test_never_train_val_even_if_mask_exists,2026-06-21T13:34:08.173399+00:00
WMH2017-KFOLD-SEED42,2,118,test,test,heldout_eval,Amsterdam,3T GE Signa HDxt,amsterdam_ge_signa_hdxt_3t,118,42,challenge_test_never_train_val_even_if_mask_exists,2026-06-21T13:34:08.173399+00:00
WMH2017-KFOLD-SEED42,2,119,test,test,heldout_eval,Amsterdam,3T GE Signa HDxt,amsterdam_ge_signa_hdxt_3t,119,42,challenge_test_never_train_val_even_if_mask_exists,2026-06-21T13:34:08.173399+00:00
WMH2017-KFOLD-SEED42,2,120,test,test,heldout_eval,Amsterdam,3T GE Signa HDxt,amsterdam_ge_signa_hdxt_3t,120,42,challenge_test_never_train_val_even_if_mask_exists,2026-06-21T13:34:08.173399+00:00
WMH2017-KFOLD-SEED42,2,121,test,test,heldout_eval,Amsterdam,3T GE Signa HDxt,amsterdam_ge_signa_hdxt_3t,121,42,challenge_test_never_train_val_even_if_mask_exists,2026-06-21T13:34:08.173399+00:00
